OrphaCode,DisorderName,DisorderType,HPOTerm0,HPOFrequency0,HPOTerm1,HPOFrequency1,HPOTerm2,HPOFrequency2,HPOTerm3,HPOFrequency3,HPOTerm4,HPOFrequency4,HPOTerm5,HPOFrequency5,HPOTerm6,HPOFrequency6,HPOTerm7,HPOFrequency7,HPOTerm8,HPOFrequency8,HPOTerm9,HPOFrequency9,HPOTerm10,HPOFrequency10,HPOTerm11,HPOFrequency11
432,Normosmic congenital hypogonadotropic hypogonadism,Clinical subtype,Abnormality of body height,Frequent (79-30%),Hypoplasia of the uterus,Frequent (79-30%),Male hypogonadism,Very frequent (99-80%),Azoospermia,Very frequent (99-80%),Cryptorchidism,Very frequent (99-80%),Micropenis,Very frequent (99-80%),Phenotypic abnormality,Very frequent (99-80%),Female hypogonadism,Very frequent (99-80%),Abnormality of the dentition,Occasional (29-5%),Cleft palate,Occasional (29-5%),Hypertelorism,Occasional (29-5%),Depressivity,Frequent (79-30%)
97285,Thyroid lymphoma,Disease,Goiter,Obligate (100%),Lymphoma,Obligate (100%),Broad neck,Very frequent (99-80%),Hypothyroidism,Frequent (79-30%),Hashimoto thyroiditis,Frequent (79-30%),Hoarse voice,Frequent (79-30%),Dysphagia,Frequent (79-30%),Dyspnea,Frequent (79-30%),Lymphadenopathy,Frequent (79-30%),Upper airway obstruction,Frequent (79-30%),Stridor,Frequent (79-30%),Hyperthyroidism,Occasional (29-5%)
143,Parathyroid carcinoma,Disease,Hypercalcemia,Obligate (100%),Parathyroid carcinoma,Obligate (100%),Primary hyperparathyroidism,Obligate (100%),Hypophosphatemia,Very frequent (99-80%),Hypercalciuria,Very frequent (99-80%),Elevated circulating parathyroid hormone level,Very frequent (99-80%),Abnormality of the parathyroid morphology,Very frequent (99-80%),Nephrocalcinosis,Frequent (79-30%),Uterine leiomyoma,Frequent (79-30%),Nephrolithiasis,Frequent (79-30%),Osteoporosis,Frequent (79-30%),Hoarse voice,Frequent (79-30%)
1332,Medullary thyroid carcinoma,Disease,Medullary thyroid carcinoma,Obligate (100%),Elevated calcitonin,Very frequent (99-80%),Nodular goiter,Very frequent (99-80%),Hyperhidrosis,Frequent (79-30%),Diarrhea,Frequent (79-30%),Dysphagia,Frequent (79-30%),Lymphadenopathy,Frequent (79-30%),Dysphonia,Occasional (29-5%),Weight loss,Occasional (29-5%),Pheochromocytoma,Occasional (29-5%),Primary hyperparathyroidism,Occasional (29-5%),Neoplasm of the skeletal system,Occasional (29-5%)
142,Anaplastic thyroid carcinoma,Disease,Anaplastic thyroid carcinoma,Obligate (100%),Broad neck,Very frequent (99-80%),Goiter,Very frequent (99-80%),Hoarse voice,Very frequent (99-80%),Nodular goiter,Very frequent (99-80%),Vocal cord paralysis,Frequent (79-30%),Dysphagia,Frequent (79-30%),Respiratory distress,Frequent (79-30%),Lymphadenopathy,Frequent (79-30%),Upper airway obstruction,Frequent (79-30%),Laryngotracheal stenosis,Frequent (79-30%),Pain,Frequent (79-30%)
300385,Pituitary carcinoma,Disease,Pituitary carcinoma,Obligate (100%),Increased circulating prolactin concentration,Very frequent (99-80%),Headache,Very frequent (99-80%),Increased circulating ACTH level,Very frequent (99-80%),Pituitary prolactin cell adenoma,Very frequent (99-80%),Pituitary corticotropic cell adenoma,Very frequent (99-80%),Malignant neoplasm of the central nervous system,Very frequent (99-80%),Mildly reduced visual acuity,Frequent (79-30%),Progressive visual field defects,Frequent (79-30%),Hemianopia,Frequent (79-30%),Enlarged pituitary gland,Frequent (79-30%),Hypopituitarism,Frequent (79-30%)
1457,Aorta coarctation,Morphological anomaly,Coarctation of the descending aortic arch,Obligate (100%),Abnormal left ventricular outflow tract morphology,Very frequent (99-80%),Cardiomegaly,Frequent (79-30%),Bicuspid aortic valve,Frequent (79-30%),Coronary artery atherosclerosis,Frequent (79-30%),Hypoplastic left heart,Frequent (79-30%),Hypertension,Occasional (29-5%),Congestive heart failure,Occasional (29-5%),Patent ductus arteriosus,Occasional (29-5%),Persistent left superior vena cava,Occasional (29-5%),Perimembranous ventricular septal defect,Occasional (29-5%),Hypoplastic aortic arch,Occasional (29-5%)
405,Familial hypocalciuric hypercalcemia,Disease,Hypercalcemia,Obligate (100%),Hypocalciuria,Obligate (100%),Reduced ratio of renal calcium clearance to creatinine clearance,Very frequent (99-80%),Parathormone-independent increased renal tubular calcium reabsorption,Very frequent (99-80%),Osteomalacia,Frequent (79-30%),Infantile hypercalcemia,Frequent (79-30%),Renal hypophosphatemia,Frequent (79-30%),Chondrocalcinosis,Occasional (29-5%),Nausea and vomiting,Occasional (29-5%),Headache,Occasional (29-5%),Episodic abdominal pain,Occasional (29-5%),Hypermagnesemia,Occasional (29-5%)
227,Diphallia,Morphological anomaly,Bifid scrotum,Very frequent (99-80%),Abnormality of the genitourinary system,Very frequent (99-80%),Bifid penis,Very frequent (99-80%),Hypospadias,Frequent (79-30%),Anal atresia,Frequent (79-30%),Distal urethral duplication,Frequent (79-30%),Ectopic scrotum,Frequent (79-30%),Penoscrotal transposition,Frequent (79-30%),Inguinal hernia,Occasional (29-5%),Cryptorchidism,Occasional (29-5%),Epispadias,Occasional (29-5%),Ureteral duplication,Occasional (29-5%)
352723,Attenuated Ch�diak-Higashi syndrome,Disease,Gingival bleeding,Very frequent (99-80%),Epistaxis,Very frequent (99-80%),Bruising susceptibility,Very frequent (99-80%),Ocular albinism,Very frequent (99-80%),Intellectual disability,Very frequent (99-80%),Hypertonia,Occasional (29-5%),Abnormality of coagulation,Very frequent (99-80%),Abnormality of extrapyramidal motor function,Occasional (29-5%),Recurrent respiratory infections,Very frequent (99-80%),Incoordination,Occasional (29-5%),Immunodeficiency,Very frequent (99-80%),Generalized hypopigmentation,Very frequent (99-80%)
284979,Neonatal Marfan syndrome,Disease,Mitral regurgitation,Obligate (100%),Emphysema,Obligate (100%),Tricuspid regurgitation,Obligate (100%),Dolichocephaly,Very frequent (99-80%),Megalocornea,Very frequent (99-80%),Pectus carinatum,Very frequent (99-80%),Cutis laxa,Very frequent (99-80%),Ectopia lentis,Very frequent (99-80%),Arachnodactyly,Very frequent (99-80%),Adducted thumb,Very frequent (99-80%),Motor delay,Very frequent (99-80%),Flexion contracture,Very frequent (99-80%)
363705,Craniofaciofrontodigital syndrome,Disease,Inguinal hernia,Occasional (29-5%),Tall stature,Very frequent (99-80%),Coarse facial features,Very frequent (99-80%),Epicanthus,Very frequent (99-80%),Long philtrum,Very frequent (99-80%),Wide nasal bridge,Frequent (79-30%),Anteverted nares,Very frequent (99-80%),Thick eyebrow,Very frequent (99-80%),Abnormality of the ribs,Very frequent (99-80%),Narrow chest,Very frequent (99-80%),Hirsutism,Very frequent (99-80%),Brachydactyly,Very frequent (99-80%)
85328,"X-linked intellectual disability, Turner type",Malformation syndrome,Macroorchidism,Occasional (29-5%),Macrocephaly,Frequent (79-30%),Long face,Occasional (29-5%),Coarse facial features,Very frequent (99-80%),Pointed chin,Occasional (29-5%),Downslanted palpebral fissures,Occasional (29-5%),Hypotelorism,Occasional (29-5%),Delayed speech and language development,Very frequent (99-80%),Tapered finger,Occasional (29-5%),Abnormal fingernail morphology,Occasional (29-5%),Intellectual disability,Very frequent (99-80%),Seizures,Occasional (29-5%)
284180,Xp22.13p22.2 duplication syndrome,Malformation syndrome,Macroorchidism,Very frequent (99-80%),Polycystic ovaries,Occasional (29-5%),High palate,Very frequent (99-80%),Microcephaly,Very frequent (99-80%),Mandibular prognathia,Very frequent (99-80%),Hypertelorism,Very frequent (99-80%),Hearing impairment,Occasional (29-5%),Flared nostrils,Very frequent (99-80%),Broad nasal tip,Very frequent (99-80%),Short neck,Very frequent (99-80%),Strabismus,Occasional (29-5%),Downslanted palpebral fissures,Very frequent (99-80%)
2560,Moebius syndrome-axonal neuropathy-hypogonadotropic hypogonadism syndrome,Malformation syndrome,Hypogonadotrophic hypogonadism,Very frequent (99-80%),Movement abnormality of the tongue,Very frequent (99-80%),Mask-like facies,Very frequent (99-80%),Strabismus,Very frequent (99-80%),External ophthalmoplegia,Very frequent (99-80%),Abnormality of finger,Very frequent (99-80%),Muscular hypotonia,Very frequent (99-80%),Bilateral talipes equinovarus,Very frequent (99-80%),"Intellectual disability, moderate",Very frequent (99-80%),Inability to walk,Very frequent (99-80%),Peripheral axonal neuropathy,Very frequent (99-80%),Demyelinating peripheral neuropathy,Very frequent (99-80%)
75857,6q terminal deletion syndrome,Malformation syndrome,Hypospadias,Occasional (29-5%),Macrocephaly,Occasional (29-5%),Dolichocephaly,Occasional (29-5%),Broad philtrum,Occasional (29-5%),Low anterior hairline,Very frequent (99-80%),Hypertelorism,Very frequent (99-80%),Micrognathia,Very frequent (99-80%),"Low-set, posteriorly rotated ears",Very frequent (99-80%),Short neck,Occasional (29-5%),Strabismus,Very frequent (99-80%),Hypermetropia,Frequent (79-30%),Nystagmus,Frequent (79-30%)
90795,Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency,Disease,Long penis,Frequent (79-30%),Clitoromegaly,Frequent (79-30%),"Ambiguous genitalia, female",Frequent (79-30%),Fused labia minora,Frequent (79-30%),Tall stature,Very frequent (99-80%),Abnormality of the menstrual cycle,Very frequent (99-80%),Renal salt wasting,Very frequent (99-80%),Abnormality of the vagina,Frequent (79-30%),Decreased fertility,Very frequent (99-80%),Polycystic ovaries,Very frequent (99-80%),Gynecomastia,Occasional (29-5%),Hypertension,Frequent (79-30%)
261476,Xp21 deletion syndrome,Disease,Hypogonadotrophic hypogonadism,Very frequent (99-80%),Everted lower lip vermilion,Frequent (79-30%),Hypertelorism,Frequent (79-30%),Recurrent otitis media,Occasional (29-5%),Strabismus,Frequent (79-30%),Hypermetropia,Occasional (29-5%),Esotropia,Frequent (79-30%),Global developmental delay,Very frequent (99-80%),Adrenal insufficiency,Very frequent (99-80%),Osteoporosis,Very frequent (99-80%),Intellectual disability,Very frequent (99-80%),Seizures,Occasional (29-5%)
79474,Atypical Werner syndrome,Disease,Abnormal testis morphology,Very frequent (99-80%),Hypogonadism,Very frequent (99-80%),Decreased fertility,Very frequent (99-80%),Thin vermilion border,Very frequent (99-80%),Narrow face,Very frequent (99-80%),Micrognathia,Very frequent (99-80%),Convex nasal ridge,Very frequent (99-80%),Developmental cataract,Occasional (29-5%),Retinal degeneration,Frequent (79-30%),Abnormality of the thorax,Very frequent (99-80%),Diabetes mellitus,Very frequent (99-80%),Hypertension,Very frequent (99-80%)
90794,Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency,Disease,Long penis,Frequent (79-30%),Clitoromegaly,Frequent (79-30%),"Ambiguous genitalia, female",Frequent (79-30%),Fused labia minora,Frequent (79-30%),Renal salt wasting,Occasional (29-5%),Decreased fertility,Very frequent (99-80%),Abnormality of the vagina,Frequent (79-30%),Polycystic ovaries,Very frequent (99-80%),Aggressive behavior,Occasional (29-5%),Gynecomastia,Occasional (29-5%),Hypertension,Frequent (79-30%),Adrenogenital syndrome,Very frequent (99-80%)
96092,8p inverted duplication/deletion syndrome,Malformation syndrome,Cryptorchidism,Occasional (29-5%),Micropenis,Occasional (29-5%),Abnormality of the urinary system,Frequent (79-30%),Hydronephrosis,Occasional (29-5%),Wide mouth,Very frequent (99-80%),Everted lower lip vermilion,Very frequent (99-80%),Retrognathia,Occasional (29-5%),Round face,Frequent (79-30%),Hypertelorism,Occasional (29-5%),Long philtrum,Frequent (79-30%),Micrognathia,Occasional (29-5%),Preauricular skin tag,Occasional (29-5%)
199310,Tetragametic chimerism,Malformation syndrome,Cryptorchidism,Very frequent (99-80%),Abnormal testis morphology,Very frequent (99-80%),Abnormality of the scrotum,Very frequent (99-80%),Bifid scrotum,Very frequent (99-80%),Perineal hypospadias,Very frequent (99-80%),Micropenis,Very frequent (99-80%),Clitoromegaly,Very frequent (99-80%),Ambiguous genitalia,Very frequent (99-80%),Abnormality of the ovary,Very frequent (99-80%),Global developmental delay,Excluded (0%),Single transverse palmar crease,Frequent (79-30%),Hypopigmented skin patches,Very frequent (99-80%)
280651,Acrodysostosis with multiple hormone resistance,Disease,Pseudohypoparathyroidism,Obligate (100%),Cryptorchidism,Very frequent (99-80%),Hypospadias,Very frequent (99-80%),Malar flattening,Very frequent (99-80%),Mandibular prognathia,Very frequent (99-80%),Round face,Very frequent (99-80%),Anteverted nares,Very frequent (99-80%),Delayed speech and language development,Very frequent (99-80%),Congenital hypothyroidism,Very frequent (99-80%),Brachydactyly,Very frequent (99-80%),Intellectual disability,Very frequent (99-80%),Global developmental delay,Very frequent (99-80%)
250999,1q41q42 microdeletion syndrome,Malformation syndrome,Cryptorchidism,Occasional (29-5%),Abnormality of the genital system,Occasional (29-5%),Cleft palate,Occasional (29-5%),Submucous cleft hard palate,Occasional (29-5%),Abnormality of the face,Very frequent (99-80%),Coarse facial features,Occasional (29-5%),Underdeveloped nasal alae,Frequent (79-30%),Broad nasal tip,Frequent (79-30%),Strabismus,Occasional (29-5%),Deeply set eye,Frequent (79-30%),Abnormality iris morphology,Occasional (29-5%),Upslanted palpebral fissure,Frequent (79-30%)
293967,Hypogonadotropic hypogonadism-severe microcephaly-sensorineural hearing loss-dysmorphism syndrome,Malformation syndrome,Cryptorchidism,Very frequent (99-80%),Hypogonadotrophic hypogonadism,Very frequent (99-80%),Micropenis,Very frequent (99-80%),Bifid uvula,Frequent (79-30%),Microcephaly,Very frequent (99-80%),Hypertelorism,Very frequent (99-80%),Micrognathia,Very frequent (99-80%),Protruding ear,Very frequent (99-80%),Convex nasal ridge,Very frequent (99-80%),Myopia,Very frequent (99-80%),Global developmental delay,Very frequent (99-80%),Gynecomastia,Very frequent (99-80%)
314389,Xq12-q13.3 duplication syndrome,Malformation syndrome,Cryptorchidism,Very frequent (99-80%),Microcephaly,Very frequent (99-80%),Epicanthus,Very frequent (99-80%),Hypertelorism,Very frequent (99-80%),Triangular face,Very frequent (99-80%),Optic disc pallor,Very frequent (99-80%),Abnormality of visual evoked potentials,Very frequent (99-80%),Behavioral abnormality,Very frequent (99-80%),Agitation,Very frequent (99-80%),Autistic behavior,Very frequent (99-80%),Delayed speech and language development,Very frequent (99-80%),Global developmental delay,Very frequent (99-80%)
168558,"46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency",Disease,Cryptorchidism,Very frequent (99-80%),"Ambiguous genitalia, male",Very frequent (99-80%),Male pseudohermaphroditism,Very frequent (99-80%),Clitoromegaly,Occasional (29-5%),Renal salt wasting,Very frequent (99-80%),Abnormality of the vagina,Occasional (29-5%),Decreased fertility,Very frequent (99-80%),Aplasia of the uterus,Very frequent (99-80%),Gynecomastia,Very frequent (99-80%),Delayed puberty,Very frequent (99-80%),Adrenal hypoplasia,Frequent (79-30%),Delayed skeletal maturation,Very frequent (99-80%)
289548,Inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency,Disease,Cryptorchidism,Very frequent (99-80%),"Ambiguous genitalia, male",Very frequent (99-80%),Male pseudohermaphroditism,Very frequent (99-80%),Clitoromegaly,Occasional (29-5%),Renal salt wasting,Very frequent (99-80%),Decreased fertility,Very frequent (99-80%),Aplasia of the uterus,Very frequent (99-80%),Abnormality of the vagina,Occasional (29-5%),Gynecomastia,Very frequent (99-80%),Delayed puberty,Very frequent (99-80%),Adrenal hypoplasia,Frequent (79-30%),Increased circulating renin level,Very frequent (99-80%)
90790,Congenital lipoid adrenal hyperplasia due to STAR deficency,Disease,Cryptorchidism,Very frequent (99-80%),"Ambiguous genitalia, male",Very frequent (99-80%),Male pseudohermaphroditism,Very frequent (99-80%),Abnormality of the menstrual cycle,Very frequent (99-80%),Renal salt wasting,Very frequent (99-80%),Abnormality of the vagina,Very frequent (99-80%),Decreased fertility,Very frequent (99-80%),Gynecomastia,Very frequent (99-80%),Delayed puberty,Very frequent (99-80%),Adrenogenital syndrome,Very frequent (99-80%),Increased circulating renin level,Very frequent (99-80%),Decreased fertility in females,Very frequent (99-80%)
95699,Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency,Disease,Cryptorchidism,Frequent (79-30%),"Ambiguous genitalia, male",Frequent (79-30%),Male pseudohermaphroditism,Frequent (79-30%),Hypospadias,Frequent (79-30%),Bifid scrotum,Frequent (79-30%),Perineal hypospadias,Frequent (79-30%),Micropenis,Frequent (79-30%),Clitoromegaly,Very frequent (99-80%),"Ambiguous genitalia, female",Very frequent (99-80%),Tall stature,Very frequent (99-80%),Ovarian cyst,Very frequent (99-80%),Abnormality of the menstrual cycle,Very frequent (99-80%)
90791,Congenital adrenal hyperplasia due to 3-beta-hydroxysteroid dehydrogenase deficiency,Disease,Cryptorchidism,Very frequent (99-80%),"Ambiguous genitalia, male",Very frequent (99-80%),Male pseudohermaphroditism,Very frequent (99-80%),Hypospadias,Very frequent (99-80%),Bifid scrotum,Frequent (79-30%),Perineal hypospadias,Very frequent (99-80%),Clitoromegaly,Frequent (79-30%),"Ambiguous genitalia, female",Frequent (79-30%),Ambiguous genitalia,Frequent (79-30%),Renal salt wasting,Very frequent (99-80%),Abnormality of the menstrual cycle,Very frequent (99-80%),Abnormality of the vagina,Occasional (29-5%)
168569,H syndrome,Malformation syndrome,Azoospermia,Occasional (29-5%),Micropenis,Occasional (29-5%),Abnormality of the kidney,Occasional (29-5%),Enlarged kidney,Occasional (29-5%),Hypogonadism,Occasional (29-5%),Cleft upper lip,Occasional (29-5%),Gingival overgrowth,Occasional (29-5%),Amenorrhea,Occasional (29-5%),Hydrocephalus,Occasional (29-5%),Full cheeks,Occasional (29-5%),Hearing impairment,Frequent (79-30%),Proptosis,Occasional (29-5%)
